Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	A E(PSI)	B E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G10060	AT1G10060:s:3286304-3286399	s|1e1.1o1|2e1.1o1	0.23565652974637302;-0.23565651799644416	0.6594661507383917;0.6594661400579404	8.796959148825944e-07;8.797407589078432e-07	0.164;0.836	0.437;0.563	True	False	False	2	2	3286358-3286534;3286399-3286534	
AT1G11360	AT1G11360:s:3822018-3823088	s|1e1.1o2|2e1.1o2|2e1.2o2|3e1.1o2	-0.8938425504401302;0.0769547711403745;0.7268488525424712;0.05305405957423294	1.0;0.005892723420724085;1.0;4.168925110681357e-06	7.472319751289369e-06;3.968217761763597e-06;1.9094004851012703e-07;2.418557661957405e-05	0.897;0.067;0.018;0.018	0.014;0.166;0.733;0.087	True	True	False	4	2	3821795-3822164;3821795-3822147;3821780-3822147;3821795-3822018	
AT1G67490	AT1G67490:t:25285477-25285645	t|1e1.1o1|1e2.1o1	0.8181817984287127;-0.8184565608644354	0.9999999998620532;0.9999999998430411	5.762283494370834e-10;1.3138411469881817e-09	0.060;0.940	0.857;0.143	False	False	True	2	3	25285645-25286121;25285645-25285789	
AT1G23950	AT1G23950:s:8470347-8470602	s|1e1.1o2|2e1.2o2	0.002541010556641641;-0.002541002714287297	1.219592494009646e-09;6.250230333367567e-10	0.002319052717142611;0.002319099713196271	0.966;0.034	0.983;0.017	True	True	False	2	2	8470221-8470352;8470215-8470347	
AT1G13195	AT1G13195:s:4503250-4503591	s|1e1.1o1|i	0.8448448840653703;-0.8452814543103037	0.9999999999999964;0.9999999999999978	2.1826175748851796e-10;2.7964208726416473e-10	0.035;0.965	0.858;0.142	False	False	False	1	2	4502871-4503250	4502871-4503250
AT1G28280	AT1G28280:s:9886678-9887478	s|1e1.1o1|i	-0.7761365350973617;0.7761367021738079	1.0;1.0	1.0140077666420666e-09;1.0551445523990992e-09	0.787;0.213	0.029;0.971	False	False	False	1	2	9886310-9886678	9886310-9886678
AT1G04430	AT1G04430:t:1198788-1199114	t|1e1.1o1|1e2.1o1	0.014914154593730944;-0.014914113215856426	0.0006396033294229802;0.0006396038684726626	2.7648433432093944e-05;2.764967061730239e-05	0.037;0.963	0.067;0.933	False	False	True	2	3	1198326-1198788;1198637-1198788	
AT1G06220	AT1G06220:s:1899964-1900107	s|1e1.1o1|1e2.1o1	0.7456070448463519;-0.7456073568594375	0.9999999999941293;0.999999999994128	1.1513644201591312e-12;1.5828449662080857e-12	0.111;0.889	0.840;0.160	False	False	True	2	3	1900107-1900297;1900107-1900512	
AT1G72840	AT1G72840:s:27410041-27411279	s|1e1.1o1|i	0.4701242388482505;-0.4701241787746858	0.9999864407712717;0.9999864408849445	5.388187201831581e-11;6.770739524597502e-11	0.163;0.837	0.626;0.374	False	False	False	1	2	27409947-27410041	27409947-27410041
AT1G06130	AT1G06130:s:1860587-1860730	s|1e1.1o2|1e1.2o2	0.7096585018408942;-0.7096585953315661	0.9999999994969944;0.9999999988309032	4.4874085719225874e-14;3.733569009511939e-12	0.243;0.757	0.934;0.066	False	True	False	2	2	1860165-1860587;1860162-1860587	
AT1G44170	AT1G44170:t:16798371-16798439	t|1e1.1o1|1e2.1o1	-0.00130685354061745;0.0013068617966368412	1.0317316662011061e-07;1.0222898294828398e-07	0.0002828790345925647;0.00028286685576268955	0.983;0.017	0.978;0.022	False	False	True	2	3	16798439-16799819;16798439-16798551	
AT1G48030	AT1G48030:s:17717421-17718682	s|1e1.1o2|1e1.2o2	0.07909013486784632;-0.07909017629918771	0.023110239838777046;0.023110264261215385	3.5049522346152005e-06;3.5051225379945095e-06	0.315;0.685	0.423;0.577	False	True	False	2	2	17717320-17717421;17717316-17717421	
AT1G66920	AT1G66920:s:24966724-24967522	s|1e1.1o1|1e2.1o1	-0.952781866796365;0.9463547996324587	0.9999999999999998;1.0	1.0292744434536871e-10;1.1913082895991943e-08	0.950;0.050	0.007;0.993	False	False	True	2	3	24966646-24966724;24966530-24966724	
AT1G07700	AT1G07700:s:2380104-2380231	s|1e1.1o1|i	-0.6826132454446806;0.6826133284745713	0.9999999833144071;0.9999999841975953	1.1409447830956765e-09;4.002613184302503e-10	0.797;0.203	0.135;0.865	False	False	False	1	2	2380231-2380354	2380231-2380354
AT1G21480	AT1G21480:s:7519446-7519581	s|1e1.1o1|i	-0.43192711019738816;0.43192709487283926	0.9999716550171189;0.9999716549720148	4.5538017801050046e-12;4.807643629093926e-12	0.553;0.447	0.122;0.878	False	False	False	1	2	7519345-7519446	7519345-7519446
AT1G74530	AT1G74530:s:28010811-28010877	s|1e1.1o2|2e1.2o2	0.936322157921117;-0.9432908294288478	0.9999999999999999;1.0	1.4641673586126164e-09;1.1617306117095438e-08	0.047;0.953	0.962;0.038	True	True	False	2	2	28010750-28010837;28010736-28010811	
AT1G49730	AT1G49730:s:18403013-18403126	s|1e1.1o1|i	-3.878109437044796e-06;3.878225918466301e-06	7.146852862098705e-21;5.884232619128945e-15	0.01908595222671028;0.01868910224910936	0.004;0.996	0.007;0.993	False	False	False	1	2	18402892-18403013	18402892-18403013
AT1G09060	AT1G09060:s:2925688-2925762	s|1e1.2o2|2e1.1o2|2e1.2o2	-0.01138168267975381;-0.04671526420780268;0.06227120698415959	0.0011318285218630004;0.03899630063825429;0.06536744706714666	1.7757226867143316e-05;6.600268122491926e-06;5.3144462693124894e-06	0.148;0.464;0.387	0.124;0.367;0.508	True	True	False	3	2	2925248-2925712;2925264-2925688;2925248-2925688	
AT1G14270	AT1G14270:s:4876670-4876767	s|1e1.1o2|1e1.2o2|i	-0.7778098940504252;-0.0007738170293598469;0.7827934770026584	1.0;4.3299852488615836e-09;1.0	2.725546566217929e-09;0.0005806958175091914;1.7679090121101165e-09	0.792;0.025;0.183	0.031;0.022;0.947	False	True	False	2	2	4876472-4876670;4876468-4876670	4876468-4876670
AT1G34380	AT1G34380:s:12553371-12553605	s|1e1.1o1|i	0.6180525905279546;-0.6180526504716811	1.0;1.0	1.5274575085004286e-11;1.548394745753967e-11	0.063;0.937	0.672;0.328	False	False	False	1	2	12553257-12553371	12553257-12553371
AT1G12750	AT1G12750:s:4348241-4348328	s|1e1.1o3|1e1.2o3|1e1.3o3	-0.06915604145334109;0.07537189984735515;-0.010904995895070126	0.03208630352674152;0.08564676362221708;0.009624159989962067	4.4108491977779e-06;4.452161812509847e-06;1.0621767262630755e-05	0.189;0.242;0.567	0.080;0.376;0.544	False	True	False	3	2	4347790-4348241;4347784-4348241;4347537-4348241	
AT1G47278	AT1G47278:s:17330819-17330916	s|1e1.1o1|1e2.1o1	0.8022492284111963;-0.8023144968823993	0.9999999999982874;0.9999999999957707	1.0701735211647756e-12;8.405276474832135e-12	0.176;0.824	0.959;0.041	False	False	True	2	3	17330916-17331228;17330916-17331365	
AT1G69580	AT1G69580:s:26172735-26172834	s|1e1.1o2|1e1.2o2	0.015878777056557068;-0.015878735183436965	0.005370210792988041;0.005370210062739815	1.181743361741705e-05;1.1817647030176737e-05	0.583;0.417	0.619;0.381	False	True	False	2	2	26172834-26172914;26172834-26172917	
AT1G54310	AT1G54310:s:20274313-20274561	s|1e1.1o1|2e1.1o1	0.0023188426377216114;-0.002318794805732545	0.0035835021698467457;0.003583500814805347	1.3727442265465406e-05;1.3727386387274443e-05	0.186;0.814	0.193;0.807	True	False	False	2	2	20274535-20274642;20274561-20274642	
AT1G02890	AT1G02890:t:646126-646310	t|1e1.1o1|1e2.1o1	-0.02924618099835603;0.029246205941422777	1.158618763459622e-07;1.1588855432287963e-07	5.640982431087682e-05;5.640649434924302e-05	0.129;0.871	0.091;0.909	False	False	True	2	3	646310-646567;646310-646406	
AT1G06500	AT1G06500:s:1989479-1989526	s|1e1.1o1|1e2.1o1	0.017108420555029445;-0.017108378556216736	0.003957685824105002;0.003957687301575721	1.26221213799238e-05;1.2622428238628913e-05	0.513;0.487	0.546;0.454	False	False	True	2	3	1989526-1989668;1989526-1990137	
AT1G07890	AT1G07890:s:2439278-2439336	s|1e1.1o1|i	-0.5777852821626408;0.5777852236781162	0.9999999999999901;0.9999999999999976	2.2093438190040615e-14;2.2056306885934372e-14	0.634;0.366	0.068;0.932	False	False	False	1	2	2439336-2439420	2439336-2439420
AT1G28710	AT1G28710:s:10087894-10088094	s|1e1.1o1|2e1.1o1	0.8126680141832139;-0.8126717655064006	1.0;1.0	4.2401128248683445e-09;3.6375442657998747e-09	0.061;0.939	0.852;0.148	True	False	False	2	2	10087820-10088041;10087820-10087894	
AT1G07890	AT1G07890:t:2437993-2438123	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	0.8574743904662241;-0.8963143787154478;-0.0002996674274741097;0.030019043223323102	1.0;1.0;7.251771483735393e-21;1.0393014423006757e-20	6.489652261465473e-06;8.946506401596999e-06;0.04008144549431969;0.0007306018404968446	0.022;0.912;0.031;0.035	0.861;0.044;0.032;0.064	True	False	True	4	3	2437555-2437993;2437741-2437993;2437751-2437993;2437833-2437993	
AT1G08900	AT1G08900:s:2852454-2852603	s|1e1.1o2|1e1.2o2	-0.9221337011648423;0.9204880843926315	1.0;1.0	8.881271532867885e-06;8.875337069839256e-06	0.930;0.070	0.038;0.962	False	True	False	2	2	2852603-2852716;2852603-2852740	
AT1G30810	AT1G30810:s:10942046-10942292	s|1e1.1o1|1e2.1o1	-0.6465875081469697;0.6465877102823308	0.9999999999971412;0.9999999999995889	6.661338147750939e-16;6.61485510067766e-16	0.673;0.327	0.043;0.957	False	False	True	2	3	10941825-10942046;10941580-10942046	
AT1G67430	AT1G67430:s:25262915-25263145	s|1e1.1o1|1e2.2o2	0.5687606712141167;-0.5687606794567427	0.9999999941626369;0.9999999940612532	3.571077595678594e-15;4.951594689828198e-14	0.206;0.794	0.765;0.235	False	False	True	2	3	25263145-25263238;25263145-25263454	
AT1G36160	AT1G36160:t:13534167-13534537	t|1e1.1o1|1e2.1o1	-0.020681741161939;0.020681778014779623	0.004683841152245519;0.004683839521746758	1.1791467323774008e-05;1.1791093869312208e-05	0.432;0.568	0.393;0.607	False	False	True	2	3	13533559-13534167;13533898-13534167	
AT1G67430	AT1G67430:t:25263425-25263492	t|1e1.1o1|2e2.1o1	0.5313940175658269;-0.5313939941455381	0.9999999587856087;0.9999999580926259	2.832168372132586e-16;1.7763568394002505e-14	0.265;0.735	0.784;0.216	False	True	True	2	3	25263340-25263425;25263145-25263454	
AT1G72640	AT1G72640:s:27347770-27347856	s|1e1.1o2|1e1.2o2	0.06779632005932332;-0.06779631821223933	0.046635183582560934;0.046635178126344476	4.610475645459161e-06;4.610718997599683e-06	0.180;0.820	0.294;0.706	False	True	False	2	2	27347661-27347770;27347658-27347770	
AT1G34460	AT1G34460:s:12599096-12599249	s|1e1.1o1|1e2.1o1	-0.9598296351449052;0.9548166718993185	1.0;1.0	3.516528401803498e-08;8.563421538638691e-07	0.959;0.041	0.008;0.992	False	False	True	2	3	12599249-12599316;12599249-12599575	
AT1G55490	AT1G55490:s:20719069-20719196	s|1e1.1o2|1e1.2o2	0.972566786743548;-0.9731508377145768	1.0;1.0	6.028516081637214e-06;6.027995642532424e-06	0.010;0.990	0.993;0.007	False	True	False	2	2	20718706-20719069;20718681-20719069	
AT1G69587	AT1G69587:t:26176345-26176449	t|1e1.1o1|1e2.1o1	-0.09932115886370912;0.09932114149969871	0.14452785722581402;0.14452780069944077	3.320255281824558e-06;3.3200948932037705e-06	0.701;0.299	0.544;0.456	False	False	True	2	3	26176449-26179205;26176449-26177142	
AT1G15200	AT1G15200:s:5228651-5228881	s|1e1.1o1|i	0.5256515093798049;-0.5256515227717422	0.9999999978704929;0.9999999980635845	3.3066216813772152e-15;5.440092820663267e-15	0.012;0.988	0.539;0.461	False	False	False	1	2	5228566-5228651	5228566-5228651
AT1G28560	AT1G28560:t:10039775-10039889	t|1e1.1o1|1e2.1o1	-0.7642410657170691;0.7642402553621136	0.9999999999999925;0.9999999999999926	2.382094521635736e-12;2.4559132894377567e-12	0.861;0.139	0.116;0.884	False	False	True	2	3	10039889-10040205;10039889-10040008	
AT1G14400	AT1G14400:s:4928450-4928690	s|1e1.1o2|1e1.2o2	0.12585748462851182;-0.12585749071272173	0.11753383742080302;0.11753372212355474	1.3417533970346875e-06;1.3418327887704251e-06	0.152;0.848	0.299;0.701	False	True	False	2	2	4928148-4928450;4928144-4928450	
AT1G67660	AT1G67660:t:25364062-25365229	t|1e1.1o1|2e2.1o1|3e2.1o1	0.0726686265221485;-0.04601688098699054;-0.009411257374002514	0.04805485975804024;0.012214564566485283;1.4978701129334003e-05	4.265315172749702e-06;7.2317402856070245e-06;6.735889595754774e-05	0.805;0.152;0.043	0.923;0.070;0.007	False	True	True	3	3	25363898-25364062;25363689-25364105;25363689-25364118	
AT1G48410	AT1G48410:s:17890735-17890884	s|1e1.1o2|1e1.2o2	-0.9563678121914094;0.9510196127476701	1.0;1.0	7.118352036261655e-06;7.117612124411116e-06	0.974;0.026	0.046;0.954	False	True	False	2	2	17890649-17890735;17890643-17890735	
AT1G08450	AT1G08450:s:2670607-2670799	s|1e1.1o2|1e1.2o2	-0.0002869136447105333;0.00028696106630688	0.0006706261481667145;0.000670625956748007	2.208199773323649e-05;2.2081996471579046e-05	0.903;0.097	0.903;0.097	False	True	False	2	2	2670417-2670607;2670255-2670607	
AT1G13330	AT1G13330:s:4569312-4569417	s|1e1.1o1|i	-0.03072364329809884;0.0307236879961162	0.02312914392763331;0.02312915618883668	8.578546537241216e-06;8.5782295581871e-06	0.354;0.646	0.283;0.717	False	False	False	1	2	4569417-4570340	4569417-4570340
AT1G60610	AT1G60610:s:22330125-22330276	s|1e1.1o2|1e1.2o2	0.013055105963488169;-0.013055089975101904	8.112725446166389e-21;1.602881295165737e-14	0.00047366524001221004;0.0004736925932230518	0.053;0.947	0.069;0.931	False	True	False	2	2	22329721-22330125;22329713-22330125	
AT1G11120	AT1G11120:t:3717150-3717320	t|1e1.1o2|1e2.1o1	0.9415194065863333;-0.9471162458411186	1.0;1.0	7.68637015644176e-06;7.688708004827127e-06	0.055;0.945	0.980;0.020	False	False	True	2	3	3715543-3717150;3716579-3717150	
AT1G78270	AT1G78270:s:29451707-29452417	s|1e1.1o1|i	0.004383683343569541;-0.0043836507488100905	2.3067227377214324e-07;2.3064606052429901e-07	6.40118021936753e-05;6.401286457191624e-05	0.523;0.477	0.542;0.458	False	False	False	1	2	29451643-29451707	29451643-29451707
AT1G80420	AT1G80420:s:30237498-30237771	s|1e1.2o3|1e1.3o3|2e1.1o3	0.9693922486903721;-0.10896238306472263;-0.8120175083169405	1.0;0.10503165315509341;0.9999999998342481	4.0056287373606096e-08;2.7681013752278716e-06;5.02997532514371e-10	0.011;0.172;0.818	0.986;0.007;0.007	True	True	False	3	2	30237319-30237649;30237205-30237649;30237357-30237498	
AT1G64230	AT1G64230:s:23833551-23833671	s|1e1.1o3|1e1.2o3|1e1.3o3	0.0039049567331632786;-0.04249975758578946;0.027540732203448336	0.0016191301300169897;0.0005321144308776067;0.00730057827450356	1.5685875739912536e-05;1.0067152909409849e-05;1.0129847125783797e-05	0.408;0.121;0.471	0.415;0.056;0.529	False	True	False	3	2	23833671-23833750;23833671-23833771;23833671-23833774	
AT1G20880	AT1G20880:s:7262874-7263181	s|1e1.1o2|1e1.2o2	0.10271218926786538;-0.10271219047596597	0.15878695829108178;0.15878695889196465	3.2860979549652336e-06;3.286247350464677e-06	0.301;0.699	0.466;0.534	False	True	False	2	2	7262780-7262874;7262757-7262874	
AT1G01910	AT1G01910:s:313567-313759	s|1e1.1o2|1e1.2o2|i	0.028625335152819828;-0.06998686374167262;0.024751421201085595	0.0006395675634155036;0.014078942127044575;0.001860959867347585	1.290509563521905e-05;4.520646139427598e-06;1.254776066197949e-05	0.210;0.265;0.525	0.259;0.166;0.574	False	True	False	2	2	313452-313567;313418-313567	313418-313567
AT1G29970	AT1G29970:t:10500120-10500234	t|1e1.1o1|1e2.1o1	-0.029099953798874412;0.029099985961573385	0.00956199059702552;0.009561988705861727	9.561878052677386e-06;9.561567610449906e-06	0.646;0.354	0.586;0.414	False	False	True	2	3	10500234-10500819;10500234-10500492	
AT1G43170	AT1G43170:s:16268373-16268680	s|1e1.1o1|i	-0.510886502788649;0.5108865755139582	0.9999999964537423;0.9999999961766199	0.0;5.900507575949009e-15	0.606;0.394	0.108;0.892	False	False	False	1	2	16268680-16268745	16268680-16268745
AT1G74390	AT1G74390:s:27963012-27963075	s|1e1.1o1|2e1.1o1	0.951429146697929;-0.9567940545730209	1.0;1.0	7.1801871025685415e-06;7.181299226277638e-06	0.034;0.966	0.961;0.039	True	False	False	2	2	27962815-27963045;27962815-27963012	
AT1G57943	AT1G57943:s:21438850-21438889	s|1e1.1o2|1e1.2o2	0.877639734441585;-0.8791740619410706	1.0;0.9999999999999993	3.4760610265438226e-10;1.3729317682731335e-10	0.052;0.948	0.908;0.092	False	True	False	2	2	21438758-21438850;21438755-21438850	
AT1G55690	AT1G55690:t:20811825-20811922	t|1e1.1o1|1e2.1o1	-0.7047724114523772;0.7047724229315966	1.0;1.0	2.0758061936021477e-11;2.6727136987958334e-11	0.715;0.285	0.033;0.967	False	False	True	2	3	20811922-20812617;20811922-20812173	
AT1G68200	AT1G68200:s:25562118-25562702	s|1e1.1o2|1e1.2o2	-0.8639787872476028;0.8634064831890322	1.0;1.0	1.9392251298100405e-06;2.815127723827804e-06	0.893;0.107	0.053;0.947	False	True	False	2	2	25562702-25563607;25562702-25563610	
AT1G08125	AT1G08125:t:2540410-2540484	t|1e1.1o2|1e2.1o1	-0.10034455129875494;0.10034454618029896	0.11582670514004234;0.11582670831040438	2.8849279580800413e-06;2.884802423490807e-06	0.683;0.317	0.537;0.463	False	False	True	2	3	2540484-2540972;2540484-2540588	
AT1G10740	AT1G10740:s:3568169-3568547	s|1e1.1o1|2e1.1o1	-0.05932311934269936;0.059323088907291516	0.020467508702878917;0.020467485693830324	5.974896626459447e-06;5.974631549608353e-06	0.962;0.038	0.863;0.137	True	False	False	2	2	3567965-3568324;3567965-3568316	
AT1G03040	AT1G03040:s:706101-706631	s|1e1.1o2|1e1.2o2	-0.7143735552927005;0.7143736384019085	0.9999999989387227;0.9999999990955348	9.291900582297785e-12;3.8543221335169695e-12	0.734;0.266	0.037;0.963	False	True	False	2	2	705656-706101;705641-706101	
AT1G51370	AT1G51370:s:19046848-19046975	s|1e1.1o1|i	-0.6272027648908851;0.6272028805974965	0.999999999999988;0.9999999999999981	5.517808432387028e-14;5.871712810024015e-14	0.638;0.362	0.004;0.996	False	False	False	1	2	19046975-19047042	19046975-19047042
AT1G28630	AT1G28630:s:10062689-10062802	s|1e1.1o2|1e1.2o2	0.033840122181605876;-0.03384008770426462	0.008516006107159907;0.008515998625294702	9.081470767370592e-06;9.081764853258179e-06	0.663;0.337	0.729;0.271	False	True	False	2	2	10062543-10062689;10062540-10062689	
AT1G77290	AT1G77290:s:29038375-29038543	s|1e1.1o1|i	-0.7037564040935302;0.7037565506427769	0.99999999994561;0.999999999978862	7.34190486184616e-13;6.496837620579724e-14	0.717;0.283	0.028;0.972	False	False	False	1	2	29038543-29038877	29038543-29038877
AT1G48540	AT1G48540:s:17949994-17950151	s|1e1.1o2|1e1.2o2	0.8195154902264314;-0.8199663913233345	0.9999999999975867;0.9999999999928655	1.9943044001976455e-12;6.457478995969268e-11	0.105;0.895	0.904;0.096	False	True	False	2	2	17950151-17950226;17950151-17950262	
AT1G05790	AT1G05790:s:1733478-1733616	s|1e1.1o2|1e1.2o2	-0.9380770544194755;0.930149873768303	0.9999999999970511;0.9999999999950042	2.5587185703557225e-09;4.578162679029099e-09	0.960;0.040	0.049;0.951	False	True	False	2	2	1733616-1733762;1733616-1733778	
AT1G06960	AT1G06960:s:2135851-2136002	s|1e1.1o2|1e1.2o2	0.018306542419297422;-0.018306489009494113	5.619356121527013e-07;5.616098946952544e-07	4.1792042557847785e-05;4.179470040077682e-05	0.903;0.097	0.934;0.066	False	True	False	2	2	2136002-2136415;2136002-2136450	
AT1G60990	AT1G60990:s:22462640-22462956	s|1e1.1o2|1e1.2o2	-0.05752384480809111;0.05752382065691665	0.013673451885770852;0.013673443038861479	5.9825189284712366e-06;5.982153067285705e-06	0.181;0.819	0.089;0.911	False	True	False	2	2	22462393-22462720;22462390-22462720	
AT1G29120	AT1G29120:s:10176987-10177042	s|1e1.1o2|1e1.2o2	0.9735527706649442;-0.9738187133195144	1.0;1.0	5.977825286676401e-06;5.9781673136249935e-06	0.007;0.993	0.993;0.007	False	True	False	2	2	10177042-10177135;10177042-10177138	
AT1G01640	AT1G01640:t:231784-231928	t|1e1.1o1|1e2.1o1	-0.07024622837849964;0.07024621670855095	0.06150625448118587;0.061506253088491565	4.598730938165652e-06;4.598523396969617e-06	0.333;0.667	0.210;0.790	False	False	True	2	3	231928-232398;231928-232247	
AT1G63940	AT1G63940:s:23732815-23732903	s|1e1.1o2|1e1.2o2|i	-0.004907656337442054;-0.02552582455951447;0.024428079494785062	7.655458678045361e-09;3.2425897745040088e-12;7.337614137975228e-07	0.00012258784509877607;0.0005862992784811949;3.456693636509178e-05	0.402;0.160;0.438	0.394;0.132;0.469	False	True	False	2	2	23732903-23732991;23732903-23733003	23732903-23733003
AT1G22300	AT1G22300:s:7879636-7879784	s|1e1.1o1|i	-0.009115907116954734;0.00911595439905547	0.012020243535320174;0.012020249945981833	1.0406908978799478e-05;1.040678303870779e-05	0.313;0.687	0.290;0.710	False	False	False	1	2	7879287-7879636	7879287-7879636
AT1G50570	AT1G50570:t:18726235-18727574	t|1e1.1o1|1e2.1o1	-0.03612667780253066;0.03612670310948633	0.000961129146097362;0.0009611314601194492	1.1120431035460676e-05;1.1119774130975008e-05	0.391;0.609	0.339;0.661	False	False	True	2	3	18727574-18728109;18727574-18727828	
AT1G25290	AT1G25290:s:8868139-8868235	s|1e1.1o2|1e1.2o2	-0.9493403312173626;0.9424753483701163	0.9999999999999926;0.9999999999999984	9.477940654534223e-11;8.435984118971156e-11	0.953;0.047	0.027;0.973	False	True	False	2	2	8868235-8868309;8868235-8868330	
AT1G08630	AT1G08630:t:2746404-2746477	t|1e1.1o1|1e2.1o1|1e3.1o1	0.005596140119318663;6.647705201205209e-05;-0.003496279608880693	9.24676972386705e-11;6.915510365214543e-21;7.454437260394762e-21	0.0023586959526870066;0.008627750362191407;0.0053940294433858504	0.959;0.006;0.036	0.973;0.010;0.017	False	False	True	3	4	2746477-2747890;2746477-2746729;2746477-2746630	
